year,team,win_total_line,over_odds,under_odds,actual_wins,result,games,points_for,points_against,point_diff,avg_point_diff,pyth_win_pct,pyth_wins,n_games,sos_actual_wins,sos_pyth_wins,sos_this_year_line,next_actual_wins,next_pyth_wins,next_win_total_line,sos_next_yr_line,win_change,pyth_win_change,schedule_delta_actual,schedule_delta_pyth,luck
2024,NYG,6.5,130,-150,3,Under,17,273,415,-142,-8.353,0.2704,4.6,17,9.411764705882353,8.762941176470589,8.471,5,7.09,5.5,9.206,2,2.49,-0.20576470588235374,0.4430588235294106,-1.5999999999999996
2015,NYJ,7.5,110,-130,10,Over,16,387,314,73,4.562,0.6214,9.94,16,7.0625,7.293125,8.219,5,4.49,8.0,8.5,-5,-5.449999999999999,1.4375,1.2068750000000001,0.0600000000000005
2016,NYJ,8.0,150,-170,5,Under,16,275,409,-134,-8.375,0.2807,4.49,16,8.1875,8.310625,8.5,5,5.71,3.5,8.25,0,1.2199999999999998,0.0625,-0.06062499999999993,0.5099999999999998
2017,NYJ,3.5,125,-145,5,Over,16,298,382,-84,-5.25,0.357,5.71,16,8.3125,8.063125,8.25,4,5.43,6.0,7.938,-1,-0.28000000000000025,-0.3745000000000003,-0.1251249999999997,-0.71
2018,NYJ,6.0,110,-130,4,Under,16,333,441,-108,-6.75,0.3395,5.43,16,8.0,7.82125,7.938,7,5.59,7.5,7.75,3,0.16000000000000014,-0.25,-0.07125000000000004,-1.4299999999999997
2019,NYJ,7.5,-110,-110,7,Under,16,276,359,-83,-5.188,0.3491,5.59,16,7.5625,7.78125,7.75,2,2.93,6.5,8.531,-5,-2.6599999999999997,0.9685000000000006,0.7497500000000006,1.4100000000000001
2020,NYJ,6.5,120,-140,2,Under,16,243,457,-214,-13.375,0.1829,2.93,16,9.5,8.70875,8.531,4,4.08,6.0,8.647,2,1.15,-0.8529999999999998,-0.06174999999999997,-0.9300000000000002
2021,NYJ,6.0,110,-130,4,Under,17,310,504,-194,-11.412,0.2402,4.08,17,8.705882352941176,9.167058823529413,8.647,7,7.84,5.5,8.765,3,3.76,0.05911764705882483,-0.402058823529412,-0.08000000000000007
2022,NYJ,5.5,-120,100,7,Over,17,296,316,-20,-1.176,0.4613,7.84,17,9.058823529411764,8.833529411764706,8.765,7,5.77,9.5,8.853,0,-2.0700000000000003,-0.20582352941176474,0.019470588235293462,-0.8399999999999999
2023,NYJ,9.5,-125,105,7,Under,17,268,355,-87,-5.118,0.3393,5.77,17,8.529411764705882,8.468823529411765,8.853,5,6.73,9.5,8.029,-2,0.9600000000000009,-0.5004117647058823,-0.4398235294117647,1.2300000000000004
2024,NYJ,9.5,-140,120,5,Under,17,338,404,-66,-3.882,0.3959,6.73,17,8.411764705882353,8.288235294117648,8.029,3,3.86,6.5,8.5,-2,-2.8700000000000006,0.08823529411764675,0.2117647058823522,-1.7300000000000004
2015,PHI,10.0,-130,110,7,Under,16,377,430,-53,-3.312,0.4227,6.76,16,8.125,8.075625,8.188,7,8.97,6.5,8.312,0,2.210000000000001,0.1869999999999994,0.2363749999999989,0.2400000000000002
2016,PHI,6.5,130,-150,7,Over,16,367,331,36,2.25,0.5609,8.97,16,8.8125,8.553125,8.312,13,11.81,8.5,8.156,6,2.84,-0.6564999999999994,-0.39712499999999906,-1.9700000000000006
2017,PHI,8.5,-120,100,13,Over,16,457,295,162,10.125,0.7383,11.81,16,7.375,7.43375,8.156,9,8.5,10.5,8.25,-4,-3.3100000000000005,0.875,0.8162500000000001,1.1899999999999995
2018,PHI,10.5,130,-150,9,Under,16,367,348,19,1.188,0.5315,8.5,16,8.25,8.076875,8.25,9,8.79,10.0,7.719,0,0.28999999999999915,-0.5309999999999997,-0.35787499999999905,0.5
2019,PHI,10.0,-150,130,9,Under,16,385,354,31,1.938,0.5496,8.79,16,7.25,7.6125,7.719,4,5.92,9.5,8.312,-5,-2.869999999999999,1.0619999999999994,0.6994999999999996,0.21000000000000085
2020,PHI,9.5,130,-150,4,Under,16,334,418,-84,-5.25,0.3701,5.92,16,8.5625,8.4225,8.312,9,9.92,6.5,8.5,5,4.0,-0.0625,0.07750000000000057,-1.92
2021,PHI,6.5,-150,130,9,Over,17,444,385,59,3.471,0.5837,9.92,17,7.9411764705882355,7.739999999999999,8.5,14,11.64,10.0,8.029,5,1.7200000000000006,0.08782352941176441,0.2890000000000006,-0.9199999999999999
2022,PHI,10.0,110,-130,14,Over,17,477,344,133,7.824,0.6845,11.64,17,7.882352941176471,7.885294117647059,8.029,11,8.62,11.5,8.353,-3,-3.0200000000000014,0.47064705882352875,0.4677058823529405,2.3599999999999994
2023,PHI,11.5,105,-125,11,Under,17,433,428,5,0.294,0.5069,8.62,17,8.176470588235293,8.213529411764705,8.353,14,12.44,10.5,8.265,3,3.8200000000000003,0.08852941176470708,0.05147058823529527,2.380000000000001
2024,PHI,10.5,-150,130,14,Over,17,463,303,160,9.412,0.732,12.44,17,7.705882352941177,7.722352941176471,8.265,11,10.03,11.5,8.971,-3,-2.41,1.2651176470588235,1.2486470588235292,1.5600000000000005
2015,PIT,8.5,-110,-110,10,Over,16,423,319,104,6.5,0.6612,10.58,16,8.0625,8.060625,8.406,11,9.85,10.5,8.0,1,-0.7300000000000004,-0.0625,-0.06062499999999993,-0.5800000000000001
2016,PIT,10.5,110,-130,11,Over,16,399,327,72,4.5,0.6158,9.85,16,7.8125,8.103125,8.0,13,10.53,10.5,8.031,2,0.6799999999999997,0.21850000000000058,-0.07212499999999977,1.1500000000000004
2017,PIT,10.5,-150,130,13,Over,16,406,308,98,6.125,0.6581,10.53,16,7.25,7.745,8.031,9,9.62,10.5,8.094,-4,-0.9100000000000001,0.8439999999999994,0.3489999999999993,2.4700000000000006
2018,PIT,10.5,125,-145,9,Under,16,428,360,68,4.25,0.6011,9.62,16,8.0,8.129375,8.094,8,7.55,9.5,7.969,-1,-2.0699999999999994,-0.030999999999999694,-0.16037499999999927,-0.6199999999999992
2019,PIT,9.5,-110,-110,8,Under,16,289,303,-14,-0.875,0.472,7.55,16,8.0,8.16,7.969,12,10.63,9.5,8.031,4,3.080000000000001,0.031000000000000583,-0.12899999999999956,0.4500000000000002
2020,PIT,9.5,100,-120,12,Over,16,416,312,104,6.5,0.6641,10.63,16,7.5,7.538125,8.031,9,7.02,8.5,9.147,-3,-3.610000000000001,1.6470000000000002,1.6088750000000003,1.3699999999999992
2021,PIT,8.5,110,-130,9,Over,17,343,398,-55,-3.235,0.4128,7.02,17,8.823529411764707,8.92470588235294,9.147,9,7.34,7.5,8.853,0,0.3200000000000003,0.02947058823529325,-0.07170588235294062,1.9800000000000004
2022,PIT,7.5,-125,105,9,Over,17,308,346,-38,-2.235,0.4315,7.34,17,8.705882352941176,8.73058823529412,8.853,10,7.86,9.0,8.382,1,0.5200000000000005,-0.32388235294117607,-0.34858823529411964,1.6600000000000001
2023,PIT,9.0,100,-120,10,Over,17,304,324,-20,-1.176,0.4623,7.86,17,9.176470588235293,8.913529411764706,8.382,10,9.41,8.0,8.971,0,1.5499999999999998,-0.2054705882352934,0.05747058823529372,2.1399999999999997
2024,PIT,8.0,-140,120,10,Over,17,380,347,33,1.941,0.5536,9.41,17,8.529411764705882,8.434117647058823,8.971,10,8.76,8.5,8.853,0,-0.6500000000000004,0.3235882352941175,0.4188823529411767,0.5899999999999999
2015,SEA,11.0,-120,100,10,Under,16,423,277,146,9.125,0.7317,11.71,16,8.3125,7.908125,8.094,10,9.79,10.5,8.0,0,-1.9200000000000017,-0.3125,0.09187499999999993,-1.7100000000000009
2016,SEA,10.5,-145,125,10,Under,16,354,292,62,3.875,0.6121,9.79,16,7.0,7.415,8.0,9,8.92,10.5,7.844,-1,-0.8699999999999992,0.8440000000000003,0.42900000000000027,0.21000000000000085
2017,SEA,10.5,-130,110,9,Under,16,366,332,34,2.125,0.5575,8.92,16,7.875,7.74875,7.844,10,9.95,7.5,8.344,1,1.0299999999999994,0.4689999999999994,0.5952499999999992,0.08000000000000007
2018,SEA,7.5,100,-120,10,Over,16,428,347,81,5.062,0.6218,9.95,16,7.6875,7.641875,8.344,11,8.17,9.0,8.281,1,-1.7799999999999994,0.5935000000000006,0.6391250000000008,0.05000000000000071
2019,SEA,9.0,100,-120,11,Over,16,405,398,7,0.438,0.5103,8.17,16,8.4375,8.49,8.281,12,9.98,9.5,8.188,1,1.8100000000000005,-0.2494999999999994,-0.3019999999999996,2.83
2020,SEA,9.5,100,-120,12,Over,16,459,371,88,5.5,0.6235,9.98,16,7.125,7.8075,8.188,7,9.27,9.5,8.559,-5,-0.7100000000000009,1.4339999999999993,0.7514999999999992,2.0199999999999996
2021,SEA,9.5,-150,130,7,Under,17,395,366,29,1.706,0.5451,9.27,17,8.764705882352942,8.397647058823528,8.559,9,8.65,5.5,8.676,2,-0.6199999999999992,-0.08870588235294186,0.2783529411764718,-2.2699999999999996
2022,SEA,5.5,-125,105,9,Over,17,407,401,6,0.353,0.5088,8.65,17,7.823529411764706,8.262352941176472,8.676,9,7.5,9.0,8.412,0,-1.1500000000000004,0.5884705882352952,0.14964705882352902,0.34999999999999964
2023,SEA,9.0,100,-120,9,Push,17,364,402,-38,-2.235,0.4414,7.5,17,8.705882352941176,8.49705882352941,8.412,10,8.69,7.5,8.529,1,1.1899999999999995,-0.17688235294117582,0.03194117647058903,1.5
2024,SEA,7.5,-160,140,10,Over,17,375,368,7,0.412,0.5112,8.69,17,8.470588235294118,8.614117647058823,8.529,14,13.04,8.5,8.5,4,4.35,0.02941176470588225,-0.11411764705882277,1.3100000000000005
2015,SF,6.5,155,-175,5,Under,16,238,387,-149,-9.312,0.2401,3.84,16,8.625,8.76625,8.562,2,4.17,5.5,8.562,-3,0.33000000000000007,-0.06300000000000061,-0.20425000000000004,1.1600000000000001
2016,SF,5.5,110,-130,2,Under,16,309,480,-171,-10.688,0.2604,4.17,16,7.9375,7.974375,8.562,6,6.63,5.0,8.188,4,2.46,0.2505000000000006,0.2136250000000004,-2.17
2017,SF,5.0,100,-120,6,Over,16,331,383,-52,-3.25,0.4144,6.63,16,8.1875,8.024375,8.188,4,5.78,8.5,8.0,-2,-0.8499999999999996,-0.1875,-0.024374999999999147,-0.6299999999999999
2018,SF,8.5,130,-150,4,Under,16,342,435,-93,-5.812,0.3612,5.78,16,8.0,7.988125,8.0,13,11.79,8.0,8.156,9,6.009999999999999,0.15600000000000058,0.16787500000000044,-1.7800000000000002
2019,SF,8.0,-140,120,13,Over,16,479,310,169,10.562,0.7372,11.79,16,8.0,7.664375,8.156,6,7.65,10.5,8.219,-7,-4.139999999999999,0.21899999999999942,0.5546249999999997,1.2100000000000009
2020,SF,10.5,120,-140,6,Under,16,376,390,-14,-0.875,0.4784,7.65,16,8.75,8.565625,8.219,10,10.06,10.5,8.118,4,2.41,-0.6319999999999997,-0.4476250000000004,-1.6500000000000004
2021,SF,10.5,100,-120,10,Under,17,427,365,62,3.647,0.5919,10.06,17,8.470588235294118,8.48,8.118,13,12.91,10.0,8.324,3,2.8499999999999996,-0.1465882352941179,-0.15600000000000058,-0.0600000000000005
2022,SF,10.0,-110,-110,13,Over,17,450,277,173,10.176,0.7595,12.91,17,7.0588235294117645,7.535882352941178,8.324,12,13.01,11.0,8.147,-1,0.09999999999999964,1.0881764705882357,0.6111176470588227,0.08999999999999986
2023,SF,11.0,120,-140,12,Over,17,491,298,193,11.353,0.7656,13.01,17,8.647058823529411,8.178823529411764,8.147,6,7.36,11.5,8.5,-6,-5.6499999999999995,-0.14705882352941124,0.3211764705882363,-1.0099999999999998
2024,SF,11.5,140,-160,6,Under,17,389,436,-47,-2.765,0.4328,7.36,17,9.588235294117647,8.955882352941176,8.5,12,10.13,10.5,7.735,6,2.7700000000000005,-1.8532352941176464,-1.2208823529411754,-1.3600000000000003
2015,TB,6.0,-150,130,6,Push,16,342,417,-75,-4.688,0.3846,6.15,16,7.75,7.48375,8.031,9,7.61,7.0,8.312,3,1.46,0.5619999999999994,0.8282499999999997,-0.15000000000000036
2016,TB,7.0,-140,120,9,Over,16,354,369,-15,-0.938,0.4754,7.61,16,7.8125,8.1325,8.312,5,6.77,8.5,8.25,-4,-0.8400000000000007,0.4375,0.11749999999999972,1.3899999999999997
2017,TB,8.5,-120,100,5,Under,16,335,382,-47,-2.938,0.4228,6.77,16,8.875,8.119375,8.25,5,6.52,6.5,8.5,0,-0.25,-0.375,0.3806250000000002,-1.7699999999999996
2018,TB,6.5,130,-150,5,Under,16,396,464,-68,-4.25,0.4072,6.52,16,8.3125,8.38625,8.5,7,8.19,6.5,8.188,2,1.67,-0.12449999999999939,-0.19824999999999982,-1.5199999999999996
2019,TB,6.5,-110,-110,7,Over,16,458,449,9,0.562,0.5118,8.19,16,7.9375,7.73,8.188,11,10.95,9.5,8.062,4,2.76,0.12449999999999939,0.33199999999999896,-1.1899999999999995
2020,TB,9.5,-125,105,11,Over,16,492,355,137,8.562,0.6843,10.95,16,7.8125,7.975625,8.062,13,12.0,12.0,8.353,2,1.0500000000000007,0.5404999999999998,0.3773749999999998,0.05000000000000071
2021,TB,12.0,-120,100,13,Over,17,511,353,158,9.294,0.7061,12.0,17,7.9411764705882355,8.025294117647059,8.353,8,7.16,11.0,8.324,-5,-4.84,0.38282352941176434,0.29870588235294093,1.0
2022,TB,11.0,120,-140,8,Under,17,313,358,-45,-2.647,0.4211,7.16,17,8.529411764705882,8.69,8.324,9,9.19,6.0,8.647,1,2.0299999999999994,0.117588235294118,-0.04299999999999926,0.8399999999999999
2023,TB,6.0,-150,130,9,Over,17,348,325,23,1.353,0.5404,9.19,17,8.176470588235293,8.452941176470588,8.647,10,11.09,7.5,8.441,1,1.9000000000000004,0.26452941176470723,-0.011941176470587678,-0.1899999999999995
2024,TB,7.5,-140,120,10,Over,17,502,385,117,6.882,0.6522,11.09,17,8.529411764705882,8.33235294117647,8.441,8,7.71,9.5,8.382,-2,-3.38,-0.14741176470588258,0.04964705882352938,-1.0899999999999999
2015,TEN,5.5,-200,180,3,Under,16,299,423,-124,-7.75,0.3053,4.88,16,7.875,7.63,8.0,9,8.07,6.0,8.094,6,3.1900000000000004,0.21899999999999942,0.4639999999999995,-1.88
2016,TEN,6.0,-150,130,9,Over,16,381,378,3,0.188,0.5047,8.07,16,7.4375,7.3975,8.094,9,7.4,9.0,7.781,0,-0.6699999999999999,0.3434999999999997,0.38349999999999973,0.9299999999999997
2017,TEN,9.0,-110,-110,9,Push,16,334,356,-22,-1.375,0.4623,7.4,16,6.9375,7.380625,7.781,9,8.22,8.0,8.125,0,0.8200000000000003,1.1875,0.7443749999999998,1.5999999999999996
2018,TEN,8.0,-110,-110,9,Over,16,310,303,7,0.438,0.5135,8.22,16,8.3125,8.074375,8.125,9,9.81,8.0,8.188,0,1.5899999999999999,-0.12449999999999939,0.11362500000000075,0.7799999999999994
2019,TEN,8.0,120,-140,9,Over,16,402,331,71,4.438,0.6131,9.81,16,7.8125,7.5725,8.188,11,9.06,8.5,7.938,2,-0.75,0.12549999999999972,0.36549999999999994,-0.8100000000000005
2020,TEN,8.5,-130,110,11,Over,16,491,439,52,3.25,0.5659,9.06,16,7.5625,7.663125,7.938,12,10.18,9.5,8.471,1,1.1199999999999992,0.9085000000000001,0.8078750000000001,1.9399999999999995
2021,TEN,9.5,-130,110,12,Over,17,419,354,65,3.824,0.5986,10.18,17,8.0,8.317058823529411,8.471,7,6.65,9.0,8.735,-5,-3.5299999999999994,0.7349999999999994,0.41794117647058826,1.8200000000000003
2022,TEN,9.0,120,-140,7,Under,17,298,359,-61,-3.588,0.3914,6.65,17,8.411764705882353,8.464705882352941,8.735,6,6.67,7.5,8.441,-1,0.019999999999999574,0.02923529411764747,-0.023705882352940577,0.34999999999999964
2023,TEN,7.5,-120,100,6,Under,17,305,367,-62,-3.647,0.3921,6.67,17,8.882352941176471,8.588235294117647,8.441,3,4.82,6.5,8.735,-3,-1.8499999999999996,-0.14735294117647157,0.1467647058823527,-0.6699999999999999
2024,TEN,6.5,120,-140,3,Under,17,311,460,-149,-8.765,0.2834,4.82,17,8.882352941176471,8.690588235294118,8.735,3,3.83,6.5,8.265,0,-0.9900000000000002,-0.6173529411764704,-0.4255882352941178,-1.8200000000000003
2015,WAS,6.0,-130,110,9,Over,16,388,379,9,0.562,0.5139,8.22,16,7.4375,7.520625,8.5,8,8.32,7.5,8.375,-1,0.09999999999999964,0.9375,0.8543750000000001,0.7799999999999994
2016,WAS,7.5,-120,100,8,Over,16,396,383,13,0.812,0.5198,8.32,16,8.1875,8.393125,8.375,7,6.81,7.5,8.406,-1,-1.5100000000000007,0.21850000000000058,0.01287500000000108,-0.3200000000000003
2017,WAS,7.5,120,-140,7,Under,16,342,388,-46,-2.875,0.4258,6.81,16,8.625,8.516875,8.406,7,5.74,7.0,8.438,0,-1.0699999999999994,-0.1869999999999994,-0.07887500000000003,0.1900000000000004
2018,WAS,7.0,-130,110,7,Push,16,281,359,-78,-4.875,0.3588,5.74,16,7.75,7.855,8.438,3,3.8,6.0,8.125,-4,-1.9400000000000004,0.375,0.2699999999999996,1.2599999999999998
2019,WAS,6.0,130,-150,3,Under,16,266,435,-169,-10.562,0.2376,3.8,16,8.0,8.306875,8.125,7,8.17,5.0,8.469,4,4.37,0.4689999999999994,0.16212499999999963,-0.7999999999999998
2020,WAS,5.0,-130,110,7,Over,16,335,329,6,0.375,0.5107,8.17,16,7.25,7.4975,8.469,7,5.97,8.5,8.882,0,-2.2,1.6319999999999997,1.3845,-1.17
2021,WAS,8.5,-130,110,7,Under,17,335,434,-99,-5.824,0.3512,5.97,17,9.0,9.00470588235294,8.882,8,7.83,7.5,8.176,1,1.8600000000000003,-0.8239999999999998,-0.8287058823529403,1.0300000000000002
2022,WAS,7.5,-130,110,8,Over,17,321,343,-22,-1.294,0.4608,7.83,17,9.0,8.781764705882352,8.176,4,4.32,6.5,8.853,-4,-3.51,-0.14700000000000024,0.07123529411764729,0.16999999999999993
2023,WAS,6.5,105,-125,4,Under,17,329,518,-189,-11.118,0.2543,4.32,17,8.705882352941176,8.37,8.853,12,10.62,6.5,8.441,8,6.299999999999999,-0.264882352941175,0.0710000000000015,-0.3200000000000003
2024,WAS,6.5,-110,-110,12,Over,17,485,391,94,5.529,0.6249,10.62,17,7.411764705882353,7.67764705882353,8.441,5,6.18,9.5,8.794,-7,-4.4399999999999995,1.3822352941176472,1.11635294117647,1.3800000000000008
