player_id,player_display_name,position,recent_team,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds
00-0037085,Tyler Badie,RB,DEN,3,11,86,0,4,3,-2,0
00-0037091,Bo Melton,WR,GB,13,8,54,0,4,8,91,0
00-0037120,Tyler Goodson,RB,IND,14,32,153,1,6,11,61,1
00-0037197,Isiah Pacheco,RB,KC,7,83,310,1,14,12,79,0
00-0037228,Jaylen Warren,RB,PIT,15,120,511,1,28,38,310,0
00-0037231,Kevin Austin Jr.,WR,NO,8,1,9,0,0,11,151,0
00-0037238,Drake London,WR,ATL,17,1,-3,0,0,100,1271,9
00-0037239,Chris Olave,WR,NO,8,1,7,0,1,32,400,1
00-0037240,Jameson Williams,WR,DET,15,11,61,1,5,58,1001,7
00-0037247,George Pickens,WR,PIT,14,2,-6,0,0,59,900,3
00-0037248,James Cook,RB,BUF,16,207,1009,16,48,32,258,2
00-0037253,Marcus Jones,CB,NE,14,1,5,0,0,1,18,0
00-0037256,Rachaad White,RB,TB,15,144,613,3,35,51,393,6
00-0037258,Dameon Pierce,RB,HOU,10,40,293,2,7,2,2,0
00-0037261,Khalil Shakir,WR,BUF,15,2,4,0,0,76,821,4
00-0037263,Tyler Allgeier,RB,ATL,17,137,644,3,43,13,88,0
00-0037267,Jerome Ford,RB,CLE,14,104,565,3,25,37,225,0
00-0037276,Ty Chandler,RB,MIN,14,56,182,0,9,6,42,0
00-0037291,Jalen Nailor,WR,MIN,15,3,-4,0,1,28,414,6
00-0037324,Chris Oladokun,QB,KC,1,1,5,0,0,0,0,0
00-0037327,Skylar Thompson,QB,MIA,2,1,4,0,0,0,0,0
00-0037429,Raheem Blackshear,RB,CAR,16,15,80,0,2,0,0,0
00-0037450,Tyreik McAllister,WR,LV,2,2,11,0,1,0,0,0
00-0037487,Deven Thompkins,WR,CAR,5,2,7,0,0,4,20,0
00-0037509,Sincere McCormick,RB,LV,4,39,183,0,10,6,29,0
00-0037525,Jordan Mason,RB,SF,12,153,789,3,37,11,91,0
00-0037545,Rashid Shaheed,WR,NO,6,6,29,0,2,20,349,3
00-0037557,Ronnie Rivers,RB,LA,6,22,99,0,6,5,34,0
00-0037594,Julius Chestnut,RB,TEN,12,22,102,0,2,2,11,0
00-0037609,Aaron Shampklin,RB,PIT,3,6,17,0,1,0,0,0
00-0037617,Hassan Haskins,RB,LAC,12,34,89,2,13,3,49,1
00-0037740,Garrett Wilson,WR,NYJ,17,2,5,0,1,101,1104,7
00-0037741,Jahan Dotson,WR,PHI,14,1,13,0,1,19,216,0
00-0037742,Treylon Burks,WR,TEN,5,2,1,0,0,4,34,0
00-0037744,Trey McBride,TE,ARI,16,1,2,1,1,111,1146,2
00-0037745,Velus Jones Jr.,WR,CAR,2,3,11,0,1,1,8,0
00-0037746,Brian Robinson,RB,WAS,14,187,799,8,47,20,159,0
00-0037801,KaVontae Turpin,WR,DAL,17,16,92,0,6,31,420,2
00-0037809,Chig Okonkwo,TE,TEN,16,1,17,0,1,52,479,2
00-0037827,Tyrion Davis-Price,RB,PHI,1,3,7,0,0,0,0,0
00-0037834,Brock Purdy,QB,SF,15,66,323,5,33,0,0,0
00-0037840,Kyren Williams,RB,LA,16,316,1299,14,85,34,182,2
00-0038040,Zamir White,RB,LV,8,65,183,1,4,6,30,0
00-0038046,Charlie Kolar,TE,BAL,10,1,2,0,1,9,131,1
00-0038098,Pierre Strong,RB,CLE,13,26,108,0,6,14,104,0
00-0038102,Kenny Pickett,QB,PHI,5,9,15,1,3,0,0,0
00-0038108,Bailey Zappe,QB,CLE,1,2,2,0,0,0,0,0
00-0038117,Wan'Dale Robinson,WR,NYG,17,3,18,0,1,93,699,3
00-0038120,Breece Hall,RB,NYJ,16,209,876,5,40,57,483,3
00-0038122,Desmond Ridder,QB,LV,5,9,36,0,2,0,0,0
00-0038123,Dane Belton,SAF,NYG,13,1,10,0,1,0,0,0
00-0038124,Christian Watson,WR,GB,14,4,23,0,1,29,620,2
00-0038128,Malik Willis,QB,GB,6,20,138,1,6,0,0,0
00-0038129,Cade Otton,TE,TB,14,1,-4,0,0,59,600,4
00-0038134,Kenneth Walker III,RB,SEA,11,153,573,7,28,46,299,1
00-0038359,Xavier Smith,WR,LA,14,4,36,0,1,2,6,0
00-0038396,Eric Gray,RB,NYG,14,14,31,0,1,10,82,0
00-0038400,Tanner McKee,QB,PHI,2,5,-1,0,1,0,0,0
00-0038416,Tyson Bagent,QB,CHI,4,6,-7,0,0,0,0,0
00-0038454,Keaton Mitchell,RB,BAL,4,15,30,0,2,1,28,0
00-0038476,Tommy DeVito,QB,NYG,2,8,32,0,1,0,0,0
00-0038496,Xavier Gipson,WR,NYJ,17,1,5,0,1,6,39,1
00-0038542,Bijan Robinson,RB,ATL,17,304,1456,14,82,61,431,1
00-0038543,Jaxon Smith-Njigba,WR,SEA,17,5,26,0,1,100,1130,6
00-0038544,Quentin Johnston,WR,LAC,15,3,6,0,0,55,711,8
00-0038550,Hendon Hooker,QB,DET,3,5,2,0,1,0,0,0
00-0038551,Kendre Miller,RB,NO,6,39,148,1,11,5,33,0
00-0038555,Tank Bigsby,RB,JAX,16,168,766,7,39,7,54,0
00-0038559,Michael Wilson,WR,ARI,16,1,7,0,0,47,548,4
00-0038563,Tre Tucker,WR,LV,17,9,44,1,3,47,539,3
00-0038573,Derius Davis,WR,LAC,15,12,39,0,2,13,112,2
00-0038579,Aidan O'Connell,QB,LV,9,21,30,1,10,0,0,0
00-0038582,Clayton Tune,QB,ARI,5,7,-4,0,2,0,0,0
00-0038583,Dorian Thompson-Robinson,QB,CLE,6,21,122,0,9,0,0,0
00-0038597,Chase Brown,RB,CIN,16,229,990,7,49,54,360,4
00-0038611,Chris Rodriguez Jr.,RB,WAS,7,35,173,2,10,1,12,0
00-0038621,DeMario Douglas,WR,NE,16,3,16,0,0,66,621,3
00-0038622,Deuce Vaughn,RB,DAL,5,17,70,0,2,3,18,0
00-0038636,Kenny McIntosh,RB,SEA,11,31,172,0,8,3,22,0
00-0038678,Jordan Mims,RB,NO,8,20,70,0,2,12,71,0
00-0038685,Chris Brooks,RB,GB,11,36,183,1,12,11,69,0
00-0038705,Emari Demercado,RB,ARI,13,24,223,1,8,16,104,0
00-0038738,Hunter Luepke,RB,DAL,14,12,38,0,6,12,111,0
00-0038794,Jaleel McLaughlin,RB,DEN,16,113,496,1,25,24,76,2
00-0038797,Emanuel Wilson,RB,GB,17,103,502,4,27,11,48,1
00-0038951,Sean Tucker,RB,TB,17,50,308,2,17,9,109,1
00-0038976,Marvin Mims Jr.,WR,DEN,17,13,42,0,3,39,503,6
00-0038977,Tank Dell,WR,HOU,14,9,43,0,3,51,667,3
00-0038979,Cedric Tillman,WR,CLE,9,1,-5,0,0,29,339,3
00-0038994,Jordan Addison,WR,MIN,15,3,20,1,1,63,875,9
00-0038996,Tucker Kraft,TE,GB,17,3,6,0,3,50,707,7
00-0038997,Josh Downs,WR,IND,14,1,12,0,0,72,803,5
00-0038998,Jake Haener,QB,NO,8,11,22,0,0,0,0,0
00-0039021,Roschon Johnson,RB,CHI,13,55,150,6,17,16,104,0
00-0039032,Tyjae Spears,RB,TEN,12,84,312,4,19,30,224,1
00-0039040,De'Von Achane,RB,MIA,17,203,907,6,37,78,592,6
00-0039062,Jonathan Mingo,WR,DAL,14,2,5,0,0,17,167,0
00-0039064,Zay Flowers,WR,BAL,17,9,56,0,1,74,1059,4
00-0039067,Rashee Rice,WR,KC,4,1,1,0,1,24,288,2
00-0039075,Puka Nacua,WR,LA,11,11,46,1,2,79,990,3
00-0039139,Jahmyr Gibbs,RB,DET,17,250,1412,16,70,52,517,4
00-0039146,Jayden Reed,WR,GB,17,20,163,1,7,55,857,6
00-0039150,Bryce Young,QB,CAR,14,43,249,6,15,0,0,0
00-0039152,Will Levis,QB,TEN,12,45,183,0,20,0,0,0
00-0039163,C.J. Stroud,QB,HOU,17,52,233,0,14,0,0,0
00-0039164,Anthony Richardson,QB,IND,11,86,499,6,34,1,-1,0
00-0039165,Zach Charbonnet,RB,SEA,17,135,569,8,32,42,340,1
00-0039244,Chris Collier,RB,LV,6,5,12,0,0,1,-4,0
00-0039299,George Holani,RB,SEA,3,3,10,0,1,1,-1,0
00-0039325,Carson Steele,RB,KC,13,56,183,0,14,7,26,0
00-0039337,Malik Nabers,WR,NYG,15,5,2,0,1,109,1204,7
00-0039338,Brock Bowers,TE,LV,17,5,13,0,2,112,1194,5
00-0039342,Xavier Legette,WR,CAR,15,6,24,0,2,49,497,4
00-0039344,Jonathon Brooks,RB,CAR,3,9,22,0,0,3,23,0
00-0039361,Bucky Irving,RB,TB,17,207,1122,8,52,47,392,0
00-0039363,Isaac Guerendo,RB,SF,16,84,420,4,18,15,152,0
00-0039364,Sione Vaki,RB,DET,9,6,14,0,0,3,37,0
00-0039365,Jacob Cowing,WR,SF,15,1,7,0,0,4,80,0
00-0039373,Audric Estimé,RB,DEN,13,76,310,2,15,5,27,0
00-0039376,Spencer Rattler,QB,NO,7,18,146,0,7,0,0,0
00-0039384,Tyrone Tracy Jr.,RB,NYG,17,192,839,5,39,38,284,1
00-0039391,Kimani Vidal,RB,LAC,9,43,155,0,7,5,62,1
00-0039392,Jha'Quan Jackson,WR,TEN,12,1,-5,0,0,1,8,0
00-0039393,Jase McClellan,RB,ATL,2,13,32,0,2,0,0,0
00-0039398,Joe Milton III,QB,NE,1,10,16,1,4,0,0,0
00-0039407,Dylan Laube,RB,LV,6,1,0,0,0,0,0,0
00-0039573,Blake Watson,RB,DEN,1,4,10,0,2,1,13,0
00-0039589,Kameron Johnson,WR,TB,4,2,11,0,1,0,0,0
00-0039603,British Brooks,RB,HOU,2,1,2,0,0,0,0,0
00-0039611,Matthew Hayball,P,NO,17,1,11,0,1,0,0,0
00-0039614,Jermaine Jackson,WR,NO,4,1,-1,0,0,0,0,0
00-0039617,Jacob Kibodi,RB,CLE,1,5,24,0,1,1,15,0
00-0039692,Dell Pettus,SAF,NE,12,1,2,0,1,0,0,0
00-0039703,Cody Schrader,RB,LA,1,1,3,0,0,1,6,0
00-0039732,Bo Nix,QB,DEN,17,92,430,4,41,1,2,1
00-0039738,Blake Corum,RB,LA,15,58,207,0,12,7,58,0
00-0039746,Will Shipley,RB,PHI,13,30,82,0,2,4,35,0
00-0039747,Ainias Smith,WR,PHI,3,2,6,0,1,7,41,1
00-0039751,Jordan Whittington,WR,LA,14,2,12,0,2,22,293,0
00-0039757,Terrell Jennings,RB,NE,2,13,33,0,0,0,0,0
00-0039794,Braelon Allen,RB,NYJ,17,92,334,2,22,19,148,1
00-0039796,Rasheen Ali,RB,BAL,5,10,31,0,2,0,0,0
00-0039798,Isaiah Davis,RB,NYJ,13,30,174,1,10,9,75,1
00-0039811,MarShawn Lloyd,RB,GB,1,6,15,0,0,1,3,0
00-0039825,Jaden Hicks,SAF,KC,14,1,1,0,0,0,0,0
00-0039851,Drake Maye,QB,NE,13,54,421,2,22,0,0,0
00-0039855,Jalen McMillan,WR,TB,13,4,43,0,3,37,461,8
00-0039868,Troy Franklin,WR,DEN,16,2,8,0,0,28,263,2
00-0039874,Jaylen Wright,RB,MIA,13,68,249,0,11,3,8,0
00-0039875,Ray Davis,RB,BUF,17,113,442,3,25,17,189,3
00-0039880,Malik Washington,WR,MIA,14,5,25,1,1,26,223,0
00-0039890,Adonai Mitchell,WR,IND,17,4,6,0,1,23,312,0
00-0039893,Brian Thomas Jr.,WR,JAX,17,6,48,0,3,87,1282,10
00-0039894,Xavier Worthy,WR,KC,16,20,104,3,4,59,638,6
00-0039901,Keon Coleman,WR,BUF,13,1,9,0,0,29,556,4
00-0039907,Ja'Lynn Polk,WR,NE,14,1,0,0,0,12,87,2
00-0039910,Jayden Daniels,QB,WAS,17,148,891,6,55,0,0,0
00-0039916,Ricky Pearsall,WR,SF,11,3,45,0,1,31,400,3
00-0039917,Michael Penix Jr.,QB,ATL,5,7,11,1,1,0,0,0
00-0039918,Caleb Williams,QB,CHI,17,81,489,0,27,0,0,0
00-0039919,Rome Odunze,WR,CHI,17,3,15,0,1,54,734,3
00-0039920,Malachi Corley,WR,NYJ,5,2,26,0,1,3,16,0
00-0039921,Trey Benson,RB,ARI,12,63,291,1,16,6,59,0
