year,rank,name,team,pos,pos_rank,adp
2025,44,Justin Herbert,LAC,QB,QB17,43.2
2025,45,Davante Adams,LAR,WR,WR14,44.5
2025,46,Chuba Hubbard,CAR,RB,RB15,45.4
2025,47,Tyreek Hill,MIA,WR,WR15,46.1
2025,48,James Conner,ARI,RB,RB16,48.0
2025,49,Jordan Love,GB,QB,QB18,48.2
2025,50,DK Metcalf,PIT,WR,WR16,49.5
2025,51,Alvin Kamara,NO,RB,RB17,50.3
2025,52,Trevor Lawrence,JAX,QB,QB19,50.8
2025,53,Kenneth Walker,SEA,RB,RB18,51.0
2025,54,Marvin Harrison Jr.,ARI,WR,WR17,51.1
2025,55,Terry McLaurin,WAS,WR,WR18,52.6
2025,56,C.J. Stroud,HOU,QB,QB20,53.2
2025,57,Brock Bowers,LV,TE,TE1,57.4
2025,58,Xavier Worthy,KC,WR,WR19,57.6
2025,59,Courtland Sutton,DEN,WR,WR20,57.8
2025,60,Breece Hall,NYJ,RB,RB19,57.9
2025,61,Jaxon Smith-Njigba,SEA,WR,WR21,58.0
2025,62,George Kittle,SF,TE,TE2,59.0
2025,63,TreVeyon Henderson,NE,RB,RB20,59.2
2025,64,Jameson Williams,DET,WR,WR22,61.4
2025,65,David Montgomery,DET,RB,RB21,64.8
2025,66,Tua Tagovailoa,MIA,QB,QB21,65.0
2025,67,Garrett Wilson,NYJ,WR,WR23,66.0
2025,68,Tetairoa McMillan,CAR,WR,WR24,66.5
2025,69,Trey McBride,ARI,TE,TE3,67.1
2025,70,DeVonta Smith,PHI,WR,WR25,67.5
2025,71,DJ Moore,CHI,WR,WR26,67.6
2025,72,Tony Pollard,TEN,RB,RB22,68.7
2025,73,D'Andre Swift,CHI,RB,RB23,69.0
2025,74,Geno Smith,LV,QB,QB22,69.7
2025,75,Calvin Ridley,TEN,WR,WR27,69.9
2025,76,George Pickens,DAL,WR,WR28,73.2
2025,77,Zay Flowers,BAL,WR,WR29,74.1
2025,78,RJ Harvey,DEN,RB,RB24,74.5
2025,79,Isiah Pacheco,KC,RB,RB25,76.4
2025,80,Aaron Jones Sr.,MIN,RB,RB26,77.2
2025,81,Matthew Stafford,LAR,QB,QB23,78.5
2025,82,Sam LaPorta,DET,TE,TE4,79.7
2025,83,Jerry Jeudy,CLE,WR,WR30,79.8
2025,84,Deebo Samuel Sr.,WAS,WR,WR31,79.9
2025,85,Kaleb Johnson,PIT,RB,RB27,80.5
2025,86,Bryce Young,CAR,QB,QB24,83.1
2025,87,Michael Penix Jr.,ATL,QB,QB25,83.3
2025,88,Tyrone Tracy Jr.,NYG,RB,RB28,84.2
2025,89,Jaylen Waddle,MIA,WR,WR32,84.4
2025,90,Matthew Golden,GB,WR,WR33,85.6
2025,91,Ricky Pearsall,SF,WR,WR34,86.9
2025,92,Travis Hunter,JAX,WR,WR35,88.4
2025,93,Mark Andrews,BAL,TE,TE5,89.4
2025,94,T.J. Hockenson,MIN,TE,TE6,91.6
2025,95,Travis Kelce,KC,TE,TE7,91.9
2025,96,Rome Odunze,CHI,WR,WR36,93.9
2025,97,Chris Olave,NO,WR,WR37,95.0
2025,98,Jaylen Warren,PIT,RB,RB29,95.1
2025,99,Jordan Mason,MIN,RB,RB30,96.4
2025,100,Sam Darnold,SEA,QB,QB26,98.2
