year,player_id,player,team,team_start,traded,position,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds,rush_rec_yards,rush_rec_tds
2021,00-0036223,Jonathan Taylor,IND,IND,,RB,17,332,1811,18,107,40,360,2,2171,20
2021,00-0034791,Nick Chubb,CLE,CLE,,RB,14,228,1259,8,61,20,174,1,1433,9
2021,00-0033897,Joe Mixon,CIN,CIN,,RB,16,292,1205,13,60,42,314,3,1519,16
2021,00-0036893,Najee Harris,PIT,PIT,,RB,17,307,1200,7,62,74,467,3,1667,10
2021,00-0033893,Dalvin Cook,MIN,MIN,,RB,13,249,1159,6,57,34,224,0,1383,6
2021,00-0036328,Antonio Gibson,WAS,WAS,,RB,16,258,1037,7,65,42,294,3,1331,10
2021,00-0033045,Ezekiel Elliott,DAL,DAL,,RB,17,237,1002,10,55,47,287,2,1289,12
2021,00-0036567,Elijah Mitchell,SF,SF,,RB,11,207,963,5,47,19,137,1,1100,6
2021,00-0032764,Derrick Henry,TEN,TEN,,RB,8,219,937,10,49,18,154,0,1091,10
2021,00-0035657,Damien Harris,NE,NE,,RB,15,202,929,15,55,18,132,0,1061,15
2021,00-0032144,Melvin Gordon,DEN,DEN,,RB,16,203,918,8,48,28,213,2,1131,10
2021,00-0033699,Austin Ekeler,LAC,LAC,,RB,16,206,911,12,53,70,647,8,1558,20
2021,00-0036997,Javonte Williams,DEN,DEN,,RB,17,203,903,4,52,43,316,3,1219,7
2021,00-0033906,Alvin Kamara,NO,NO,,RB,13,240,898,4,42,47,439,5,1337,9
2021,00-0035700,Josh Jacobs,LV,LV,,RB,15,217,872,9,45,54,348,0,1220,9
2021,00-0035250,Devin Singletary,BUF,BUF,,RB,17,188,870,7,44,40,228,1,1098,8
2021,00-0035685,David Montgomery,CHI,CHI,,RB,13,225,849,7,55,42,301,0,1150,7
2021,00-0034845,Sony Michel,LAR,LAR,,RB,17,208,845,4,49,21,128,1,973,5
2021,00-0033856,Leonard Fournette,TB,TB,,RB,14,180,812,8,45,69,454,2,1266,10
2021,00-0036265,AJ Dillon,GB,GB,,RB,17,187,803,5,50,34,313,2,1116,7
2021,00-0033293,Aaron Jones,GB,GB,,RB,15,171,799,4,37,52,391,6,1190,10
2021,00-0036389,Jalen Hurts,PHI,PHI,,QB,15,139,784,10,56,0,0,0,784,10
2021,00-0034796,Lamar Jackson,BAL,BAL,,QB,12,133,767,2,48,0,0,0,767,2
2021,00-0035831,James Robinson,JAX,JAX,,RB,14,164,767,8,41,31,222,0,989,8
2021,00-0034857,Josh Allen,BUF,BUF,,QB,17,122,763,6,54,0,0,0,763,6
2021,00-0035243,Miles Sanders,PHI,PHI,,RB,12,137,754,0,33,26,158,0,912,0
2021,00-0033553,James Conner,ARI,ARI,,RB,15,202,752,15,53,37,375,3,1127,18
2021,00-0034750,Rashaad Penny,SEA,SEA,,RB,10,119,749,6,28,6,48,0,797,6
2021,00-0035261,Tony Pollard,DAL,DAL,,RB,15,130,719,2,35,39,337,0,1056,2
2021,00-0035664,Darrell Henderson,LAR,LAR,,RB,12,149,688,5,39,29,176,3,864,8
2021,00-0036924,Michael Carter,NYJ,NYJ,,RB,14,147,639,4,29,36,325,0,964,4
2021,00-0030578,Cordarrelle Patterson,ATL,ATL,,RB,16,153,618,6,29,52,548,5,1166,11
2021,00-0036275,D'Andre Swift,DET,DET,,RB,13,151,617,5,28,62,452,2,1069,7
2021,00-0035311,Myles Gaskin,MIA,MIA,,RB,17,173,612,3,25,49,234,4,846,7
2021,00-0036555,Chuba Hubbard,CAR,CAR,,RB,16,172,612,5,36,25,174,1,786,6
2021,00-0036875,Rhamondre Stevenson,NE,NE,,RB,12,133,606,5,33,14,123,0,729,5
2021,00-0033948,Jamaal Williams,DET,DET,,RB,13,153,601,3,42,26,157,0,758,3
2021,00-0032972,Devontae Booker,NYG,NYG,,RB,16,145,593,2,31,40,268,1,861,3
2021,00-0034844,Saquon Barkley,NYG,NYG,,RB,13,162,593,2,27,41,263,2,856,4
2021,00-0034681,Chase Edmonds,ARI,ARI,,RB,12,116,592,2,32,43,311,0,903,2
2021,00-0031285,Devonta Freeman,BAL,BAL,,RB,16,133,576,5,31,34,190,1,766,6
2021,00-0033925,D'Onta Foreman,TEN,TEN,,RB,9,133,566,3,22,9,123,0,689,3
2021,00-0034301,Darrel Williams,KC,KC,,RB,17,144,558,6,40,47,452,2,1010,8
2021,00-0027966,Mark Ingram,NO,HOU,yes,RB,14,160,554,2,22,27,162,0,716,2
2021,00-0035628,D'Ernest Johnson,CLE,CLE,,RB,13,100,534,3,24,19,137,0,671,3
2021,00-0036360,Clyde Edwards-Helaire,KC,KC,,RB,10,119,517,4,21,19,129,2,646,6
2021,00-0032063,Mike Davis,ATL,ATL,,RB,17,138,503,3,21,44,259,1,762,4
2021,00-0030513,Latavius Murray,BAL,BAL,,RB,14,119,501,6,36,10,75,0,576,6
2021,00-0034972,Alexander Mattison,MIN,MIN,,RB,16,134,491,3,28,32,228,1,719,4
2021,00-0033280,Christian McCaffrey,CAR,CAR,,RB,7,99,442,1,20,37,343,1,785,2
2021,00-0036906,Khalil Herbert,CHI,CHI,,RB,16,103,433,2,24,14,96,0,529,2
2021,00-0034816,Ronald Jones,TB,TB,,RB,15,101,428,4,25,10,64,0,492,4
2021,00-0030288,Rex Burkhead,HOU,HOU,,RB,15,122,427,3,30,25,186,0,613,3
2021,00-0035228,Kyler Murray,ARI,ARI,,QB,14,88,423,5,25,0,7,0,430,5
2021,00-0036945,Justin Fields,CHI,CHI,,QB,12,72,420,2,22,0,0,0,420,2
2021,00-0032426,Alex Collins,SEA,SEA,,RB,11,108,411,2,22,9,87,0,498,2
2021,00-0032780,Jordan Howard,PHI,PHI,,RB,7,86,406,3,24,2,19,0,425,3
2021,00-0033923,Kareem Hunt,CLE,CLE,,RB,8,78,386,5,22,22,174,0,560,5
2021,00-0033873,Patrick Mahomes,KC,KC,,QB,17,66,381,2,25,0,0,0,381,2
2021,00-0033357,Taysom Hill,NO,NO,,TE,12,70,374,5,26,4,52,0,426,5
2021,00-0034414,Boston Scott,PHI,PHI,,RB,11,87,373,7,24,13,83,0,456,7
2021,00-0035719,Deebo Samuel Sr.,SF,SF,,WR,16,59,365,8,21,77,1405,6,1770,14
2021,00-0034440,Justin Jackson,LAC,LAC,,RB,14,68,364,2,18,22,178,0,542,2
2021,00-0032058,Tevin Coleman,NYJ,NYJ,,RB,11,84,356,0,19,11,49,0,405,0
2021,00-0034253,Dontrell Hilliard,TEN,TEN,,RB,8,56,350,2,15,19,87,0,437,2
2021,00-0036251,Zack Moss,BUF,BUF,,RB,13,96,345,4,22,23,197,1,542,5
2021,00-0036971,Trevor Lawrence,JAX,JAX,,QB,17,73,334,2,22,0,0,0,334,2
2021,00-0032257,Duke Johnson,MIA,MIA,,RB,5,71,330,3,18,4,41,0,371,3
2021,00-0031800,Taylor Heinicke,WAS,WAS,,QB,16,60,313,1,20,1,-2,0,311,1
2021,00-0036355,Justin Herbert,LAC,LAC,,QB,17,63,302,3,28,0,0,0,302,3
2021,00-0035710,Daniel Jones,NYG,NYG,,QB,11,62,298,2,16,1,16,0,314,2
2021,00-0034115,Jeff Wilson,SF,SF,,RB,8,79,294,2,19,7,31,0,325,2
2021,00-0035993,Tyler Huntley,BAL,BAL,,QB,7,47,294,2,22,0,0,0,294,2
2021,00-0036919,Kenny Gainwell,PHI,PHI,,RB,16,68,291,5,19,33,253,1,544,6
2021,00-0034367,Nyheim Hines,IND,IND,,RB,17,56,276,2,15,40,310,1,586,3
2021,00-0029701,Ryan Tannehill,TEN,TEN,,QB,17,55,270,7,33,0,0,0,270,7
2021,00-0036755,Jaret Patterson,WAS,WAS,,RB,15,68,266,2,15,10,73,0,339,2
2021,00-0035715,Derrick Gore,KC,KC,,RB,8,51,256,2,12,8,105,0,361,2
2021,00-0033118,Kenyan Drake,LV,LV,,RB,12,63,254,2,15,30,291,1,545,3
2021,00-0031045,Carlos Hyde,JAX,JAX,,RB,11,72,253,1,14,12,65,0,318,1
2021,00-0034109,Phillip Lindsay,MIA,HOU,yes,RB,14,88,249,1,11,4,45,1,294,2
2021,00-0033526,Samaje Perine,CIN,CIN,,RB,15,55,246,1,11,27,196,1,442,2
2021,00-0035537,Ty Johnson,NYJ,NYJ,,RB,15,61,238,2,13,34,372,2,610,4
2021,00-0033594,Chris Carson,SEA,SEA,,RB,4,54,232,3,11,6,29,0,261,3
2021,00-0027939,Cam Newton,CAR,CAR,,QB,7,47,230,5,20,0,0,0,230,5
2021,00-0035567,Craig Reynolds,DET,DET,,RB,5,55,230,0,11,7,52,0,282,0
2021,00-0032187,David Johnson,HOU,HOU,,RB,13,67,228,0,7,32,225,1,453,1
2021,00-0029239,Brandon Bolden,NE,NE,,RB,16,44,226,1,12,41,405,2,631,3
2021,00-0034869,Sam Darnold,CAR,CAR,,QB,12,48,222,5,21,0,0,0,222,5
2021,00-0032950,Carson Wentz,IND,IND,,QB,17,57,215,1,21,0,0,0,215,1
2021,00-0032602,J.D. McKissic,WAS,WAS,,RB,11,48,212,2,14,43,397,2,609,4
2021,00-0032741,Peyton Barber,LV,LV,,RB,9,55,212,2,12,10,67,0,279,2
2021,00-0036457,Ty'Son Williams,BAL,BAL,,RB,7,35,185,1,8,9,84,0,269,1
2021,00-0037013,Zach Wilson,NYJ,NYJ,,QB,13,29,185,4,10,0,0,0,185,4
2021,00-0029263,Russell Wilson,SEA,SEA,,QB,14,43,183,2,17,0,0,0,183,2
2021,00-0036450,Ke'Shawn Vaughn,TB,TB,,RB,6,36,180,2,9,4,26,0,206,2
2021,00-0035594,Travis Homer,SEA,SEA,,RB,14,21,177,1,7,16,161,0,338,1
2021,00-0034838,Royce Freeman,HOU,CAR,yes,RB,12,56,169,0,8,10,77,0,246,0
2021,00-0037012,Trey Lance,SF,SF,,QB,6,38,168,1,8,0,0,0,168,1
2021,00-0036984,Trey Sermon,SF,SF,,RB,6,41,167,1,9,3,26,0,193,1
2021,00-0031503,Jameis Winston,NO,NO,,QB,7,32,166,1,17,0,0,0,166,1
2021,00-0032104,Ameer Abdullah,CAR,MIN,yes,RB,17,51,166,0,8,38,289,1,455,1
2021,00-0030874,Damien Williams,CHI,CHI,,RB,12,40,164,2,11,16,103,1,267,3
2021,00-0033955,Jeremy McNichols,TEN,TEN,,RB,13,41,156,0,6,28,240,1,396,1
2021,00-0028118,Tyrod Taylor,HOU,HOU,,QB,6,19,151,3,7,0,0,0,151,3
2021,00-0036020,Salvon Ahmed,MIA,MIA,,RB,11,54,149,0,8,12,117,0,266,0
2021,00-0033077,Dak Prescott,DAL,DAL,,QB,16,48,146,1,7,0,0,0,146,1
2021,00-0035860,Tony Jones,NO,NO,,RB,10,54,142,0,7,5,29,0,171,0
2021,00-0033725,Corey Clement,DAL,DAL,,RB,11,33,140,0,7,6,29,1,169,1
2021,00-0036425,DeeJay Dallas,SEA,SEA,,RB,17,33,138,2,10,21,133,0,271,2
2021,00-0033854,Dare Ogunbowale,JAX,JAX,,RB,13,43,137,1,5,13,114,1,251,2
2021,00-0034855,Baker Mayfield,CLE,CLE,,QB,14,37,134,1,12,0,11,0,145,1
2021,00-0036972,Mac Jones,NE,NE,,QB,17,44,129,0,22,0,0,0,129,0
2021,00-0036212,Tua Tagovailoa,MIA,MIA,,QB,13,42,128,3,13,0,0,0,128,3
2021,00-0031806,Malcolm Brown,MIA,MIA,,RB,6,33,125,1,6,3,10,0,135,1
2021,00-0033307,Kendrick Bourne,NE,NE,,WR,17,12,125,0,7,55,800,5,925,5
2021,00-0033308,Matt Breida,BUF,BUF,,RB,7,26,125,1,5,7,72,2,197,3
2021,00-0034614,Godwin Igwebuike,DET,DET,,RB,15,18,118,1,7,7,60,0,178,1
2021,00-0036383,Eno Benjamin,ARI,ARI,,RB,8,34,118,1,4,6,42,0,160,1
2021,00-0036442,Joe Burrow,CIN,CIN,,QB,16,40,118,2,14,0,0,0,118,2
2021,00-0029604,Kirk Cousins,MIN,MIN,,QB,16,29,115,1,8,0,0,0,115,1
2021,00-0033572,Jamal Agnew,JAX,JAX,,WR,10,7,111,1,3,24,229,1,340,2
2021,00-0031280,Derek Carr,LV,LV,,QB,17,40,108,0,9,0,0,0,108,0
2021,00-0031237,Teddy Bridgewater,DEN,DEN,,QB,14,30,106,2,16,0,0,0,106,2
2021,00-0035273,Qadree Ollison,ATL,ATL,,RB,6,21,105,1,7,4,12,0,117,1
2021,00-0033950,Wayne Gallman,MIN,ATL,yes,RB,7,28,104,0,5,1,21,0,125,0
2021,00-0036370,Joshua Kelley,LAC,LAC,,RB,8,33,102,0,5,5,38,0,140,0
2021,00-0023459,Aaron Rodgers,GB,GB,,QB,16,33,101,3,10,1,-4,0,97,3
2021,00-0030496,Le'Veon Bell,TB,BAL,yes,RB,8,39,101,2,9,5,30,1,131,3
2021,00-0033951,Marlon Mack,IND,IND,,RB,5,28,101,0,6,2,8,0,109,0
2021,00-0035187,Austin Walter,NYJ,NYJ,,RB,4,26,101,1,5,2,9,0,110,1
2021,00-0032813,Elijhaa Penny,NYG,NYG,,FB,13,24,99,1,9,9,30,1,129,2
2021,00-0025394,Adrian Peterson,SEA,TEN,yes,RB,4,38,98,2,6,4,8,0,106,2
2021,00-0035217,Benny Snell,PIT,PIT,,RB,16,36,98,0,2,2,13,0,111,0
2021,00-0033040,Tyreek Hill,KC,KC,,WR,17,9,96,0,4,111,1239,9,1335,9
2021,00-0036326,Chase Claypool,PIT,PIT,,WR,15,14,96,0,7,59,860,2,956,2
2021,00-0031763,DeAndre Carter,WAS,WAS,,WR,17,10,89,0,4,24,296,3,385,3
2021,00-0035973,Patrick Taylor,GB,GB,,RB,5,23,89,1,5,2,3,0,92,1
2021,00-0032268,Marcus Mariota,LV,LV,,QB,7,13,87,1,6,0,0,0,87,1
2021,00-0033106,Jared Goff,DET,DET,,QB,14,17,87,0,4,0,0,0,87,0
2021,00-0036650,Larry Rountree III,LAC,LAC,,RB,9,36,87,1,5,1,-1,0,86,1
2021,00-0026143,Matt Ryan,ATL,ATL,,QB,17,40,82,1,9,0,0,0,82,1
2021,00-0019596,Tom Brady,TB,TB,,QB,17,28,81,2,14,0,0,0,81,2
2021,00-0035268,Ryquell Armstead,JAX,JAX,,RB,2,15,80,0,3,3,16,0,96,0
2021,00-0032975,Jonathan Williams,WAS,WAS,,RB,5,17,79,1,7,4,28,0,107,1
2021,00-0036857,Chris Evans,CIN,CIN,,RB,9,17,77,0,3,15,151,2,228,2
2021,00-0027973,Andy Dalton,CHI,CHI,,QB,8,16,76,0,2,0,0,0,76,0
2021,00-0036358,CeeDee Lamb,DAL,DAL,,WR,16,9,76,0,4,79,1102,6,1178,6
2021,00-0036936,Rondale Moore,ARI,ARI,,WR,14,18,76,0,2,54,435,1,511,1
2021,00-0036670,Jermar Jefferson,DET,DET,,RB,4,15,74,2,4,4,23,0,97,2
2021,00-0033119,Jacoby Brissett,MIA,MIA,,QB,10,19,70,1,9,0,0,0,70,1
2021,00-0035806,JaMycal Hasty,SF,SF,,RB,11,16,68,1,6,23,157,0,225,1
2021,00-0036197,Jake Fromm,NYG,NYG,,QB,3,8,65,0,4,0,0,0,65,0
2021,00-0031376,Jerick McKinnon,KC,KC,,RB,9,12,62,0,2,13,107,1,169,1
2021,00-0036842,Kene Nwangwu,MIN,MIN,,RB,9,13,61,0,3,4,9,0,70,0
2021,00-0036963,Amon-Ra St. Brown,DET,DET,,WR,16,7,61,1,2,90,912,5,973,6
2021,00-0036620,Dee Eskridge,SEA,SEA,,WR,8,4,59,0,2,10,64,1,123,1
2021,00-0030456,Giovani Bernard,TB,TB,,RB,10,8,58,0,3,23,123,3,181,3
2021,00-0036980,Elijah Moore,NYJ,NYJ,,WR,11,5,54,1,3,43,538,5,592,6
2021,00-0034771,Mason Rudolph,PIT,PIT,,QB,2,5,53,0,3,0,0,0,53,0
2021,00-0035216,Diontae Johnson,PIT,PIT,,WR,16,5,53,0,2,107,1161,8,1214,8
2021,00-0035704,Drew Lock,DEN,DEN,,QB,6,10,53,2,5,1,1,0,54,2
2021,00-0031345,Jimmy Garoppolo,SF,SF,,QB,15,38,51,3,15,0,0,0,51,3
2021,00-0035291,Trayveon Williams,CIN,CIN,,RB,4,15,51,0,4,1,4,0,55,0
2021,00-0036278,Jason Huntley,PHI,PHI,,RB,1,13,51,0,2,0,0,0,51,0
2021,00-0036331,Devin Duvernay,BAL,BAL,,WR,16,7,50,0,3,33,272,2,322,2
2021,00-0034827,DJ Moore,CAR,CAR,,WR,17,8,48,0,4,93,1157,4,1205,4
2021,00-0033466,Isaiah McKenzie,BUF,BUF,,WR,15,9,47,1,4,20,178,1,225,2
2021,00-0030431,Robert Woods,LAR,LAR,,WR,9,8,46,1,1,45,556,4,602,5
2021,00-0035140,Mecole Hardman,KC,KC,,WR,17,8,46,0,2,59,693,2,739,2
2021,00-0032200,Ty Montgomery,NO,NO,,WR,14,15,44,0,2,16,95,0,139,0
2021,00-0036252,Michael Pittman,IND,IND,,WR,17,5,44,0,1,88,1082,6,1126,6
2021,00-0036898,Davis Mills,HOU,HOU,,QB,13,18,44,0,5,0,0,0,44,0
2021,00-0026498,Matthew Stafford,LAR,LAR,,QB,17,32,43,0,8,0,0,0,43,0
2021,00-0035298,Scott Miller,TB,TB,,WR,6,2,43,1,2,5,38,0,81,1
2021,00-0030565,Geno Smith,SEA,SEA,,QB,4,9,42,1,3,0,0,0,42,1
2021,00-0035215,Deonte Harty,NO,NO,,WR,13,5,41,0,1,36,570,3,611,3
2021,00-0036268,Laviska Shenault Jr.,JAX,JAX,,WR,16,11,41,0,2,63,619,0,660,0
2021,00-0031382,Jarvis Landry,CLE,CLE,,WR,12,6,40,2,4,52,570,2,610,4
2021,00-0033025,Jalen Richard,LV,LV,,RB,9,9,40,0,3,12,72,0,112,0
2021,00-0033858,Jonnu Smith,NE,NE,,TE,16,9,40,0,2,28,294,1,334,1
2021,00-0034419,Braxton Berrios,NYJ,NYJ,,WR,16,7,40,2,3,46,431,2,471,4
2021,00-0036999,Anthony Schwartz,CLE,CLE,,WR,13,6,39,0,4,10,135,1,174,1
2021,00-0031062,James White,NE,NE,,RB,3,10,38,1,4,12,94,0,132,1
2021,00-0027688,Colt McCoy,ARI,ARI,,QB,7,22,37,0,6,0,0,0,37,0
2021,00-0036096,J.J. Taylor,NE,NE,,RB,5,19,37,2,3,4,8,0,45,2
2021,00-0032688,Robbie Chosen,CAR,CAR,,WR,17,3,36,0,1,53,519,5,555,5
2021,00-0034799,Kalen Ballage,PIT,PIT,,RB,8,12,36,0,2,2,8,0,44,0
2021,00-0034208,Mike Boone,DEN,DEN,,RB,3,4,35,0,2,2,22,0,57,0
2021,00-0032918,C.J. Ham,MIN,MIN,,FB,15,7,34,0,3,17,125,0,159,0
2021,00-0035414,Jalen Guyton,LAC,LAC,,WR,16,7,34,0,2,31,448,3,482,3
2021,00-0030520,Mike Glennon,NYG,NYG,,QB,6,7,33,1,2,0,0,0,33,1
2021,00-0032791,Jakeem Grant,CHI,MIA,yes,WR,15,5,33,0,2,11,132,2,165,2
2021,00-0035924,Jonathan Ward,ARI,ARI,,RB,9,9,33,0,3,3,34,0,67,0
2021,00-0034521,Allen Lazard,GB,GB,,WR,14,3,32,0,2,40,513,8,545,8
2021,00-0035021,Ashton Dulin,IND,IND,,WR,16,3,32,0,1,13,173,2,205,2
2021,00-0036247,Freddie Swain,SEA,SEA,,WR,17,5,32,0,2,25,343,4,375,4
2021,00-0036309,Darnell Mooney,CHI,CHI,,WR,17,6,32,1,2,81,1055,4,1087,5
2021,00-0036387,Jalen Reagor,PHI,PHI,,WR,17,10,32,0,3,33,299,2,331,2
2021,00-0027685,Emmanuel Sanders,BUF,BUF,,WR,14,2,31,0,2,42,626,4,657,4
2021,00-0030968,Keith Smith,ATL,ATL,,FB,13,9,31,0,3,9,56,0,87,0
2021,00-0036269,La'Mical Perine,NYJ,NYJ,,RB,2,8,31,0,1,0,0,0,31,0
2021,00-0036493,Deon Jackson,IND,IND,,RB,3,13,31,1,2,0,0,0,31,1
2021,00-0036768,JaQuan Hardy,DAL,DAL,,RB,2,4,29,1,1,0,0,0,29,1
2021,00-0026300,Josh Johnson,BAL,NYJ,yes,QB,4,9,28,0,1,0,0,0,28,0
2021,00-0032464,Kalif Raymond,DET,DET,,WR,16,4,28,0,2,48,576,4,604,4
2021,00-0035327,C.J. Moore,DET,DET,,DB,11,1,28,0,1,0,0,0,28,0
2021,00-0036264,Jordan Love,GB,GB,,QB,6,12,27,0,1,0,0,0,27,0
2021,00-0031595,Michael Burton,KC,KC,,FB,10,8,26,1,8,3,31,0,57,1
2021,00-0032782,Wendell Smallwood,WAS,WAS,,RB,2,5,25,0,2,4,22,0,47,0
2021,00-0033869,Mitchell Trubisky,BUF,BUF,,QB,5,13,24,1,3,0,0,0,24,1
2021,00-0035500,Greg Dortch,ARI,ARI,,WR,5,1,24,0,1,3,15,0,39,0
2021,00-0036654,Demetric Felton,CLE,CLE,,RB,15,7,24,0,0,18,181,2,205,2
2021,00-0036669,Kylin Hill,GB,GB,,RB,8,10,24,0,1,1,5,0,29,0
2021,00-0034171,Jason Cabinda,DET,DET,,FB,9,3,23,0,2,4,16,1,39,1
2021,00-0028986,Case Keenum,CLE,CLE,,QB,5,12,22,0,6,0,0,0,22,0
2021,00-0029892,Kyle Juszczyk,SF,SF,,FB,15,8,22,1,3,30,296,1,318,2
2021,00-0033009,Tyler Boyd,CIN,CIN,,WR,16,2,22,0,1,67,828,5,850,5
2021,00-0030525,Tavon Austin,JAX,JAX,,WR,11,3,21,0,1,24,213,1,234,1
2021,00-0031236,Brandin Cooks,HOU,HOU,,WR,16,2,21,0,1,90,1037,6,1058,6
2021,00-0033251,Zach Pascal,IND,IND,,WR,16,2,21,0,0,38,384,3,405,3
2021,00-0033296,Alex Armah,WAS,NO,yes,RB,9,5,21,0,4,1,1,1,22,1
2021,00-0033921,Chris Godwin Jr.,TB,TB,,WR,14,4,21,1,4,98,1103,5,1124,6
2021,00-0035289,Gardner Minshew,PHI,PHI,,QB,3,9,21,0,2,0,0,0,21,0
2021,00-0036900,Ja'Marr Chase,CIN,CIN,,WR,17,7,21,0,2,81,1455,13,1476,13
2021,00-0031687,Raheem Mostert,SF,SF,,RB,1,2,20,0,1,0,0,0,20,0
2021,00-0032156,Trevor Siemian,NO,NO,,QB,6,9,20,1,2,0,0,0,20,1
2021,00-0033288,George Kittle,SF,SF,,TE,14,3,20,0,0,71,910,6,930,6
2021,00-0033895,Gerald Everett,SEA,SEA,,TE,15,3,20,0,2,48,478,4,498,4
2021,00-0036415,Van Jefferson,LAR,LAR,,WR,17,2,20,0,1,50,802,6,822,6
2021,00-0027691,Andre Roberts,LAC,HOU,yes,WR,16,3,19,0,0,1,35,0,54,0
2021,00-0033908,Cooper Kupp,LAR,LAR,,WR,17,4,18,0,1,145,1947,16,1965,16
2021,00-0030669,Albert Wilson,MIA,MIA,,WR,10,4,17,0,1,25,213,0,230,0
2021,00-0036261,Brandon Aiyuk,SF,SF,,WR,17,5,17,0,0,56,826,5,843,5
2021,00-0032450,Dwayne Washington,NO,NO,,RB,8,4,16,0,0,2,12,0,28,0
2021,00-0033460,John Ross,NYG,NYG,,WR,9,1,16,0,1,11,224,1,240,1
2021,00-0036357,Henry Ruggs III,LV,LV,,WR,7,3,16,0,0,24,469,2,485,2
2021,00-0034407,Ray-Ray McCloud,PIT,PIT,,WR,16,2,15,0,0,39,277,0,292,0
2021,00-0034652,Cameron Batson,TEN,TEN,,WR,4,2,15,0,1,2,15,1,30,1
2021,00-0031235,Odell Beckham Jr.,LAR,CLE,yes,WR,14,2,14,0,1,44,537,5,551,5
2021,00-0032245,Sean Mannion,MIN,MIN,,QB,1,2,14,0,2,0,0,0,14,0
2021,00-0033215,Cyril Grayson,TB,TB,,WR,3,1,14,0,1,10,212,2,226,2
2021,00-0034279,Equanimeous St. Brown,GB,GB,,WR,12,3,14,0,2,9,98,0,112,0
2021,00-0034496,Sean Chandler,CAR,CAR,,DB,12,1,14,0,1,0,0,0,14,0
2021,00-0036322,Justin Jefferson,MIN,MIN,,WR,17,6,14,0,1,108,1616,10,1630,10
2021,00-0033275,PJ Walker,CAR,CAR,,QB,5,7,13,0,2,0,0,0,13,0
2021,00-0034177,Tim Boyle,DET,DET,,QB,4,2,13,0,1,0,0,0,13,0
2021,00-0034676,James Washington,PIT,PIT,,WR,15,2,13,0,1,24,285,2,298,2
2021,00-0034808,John Kelly,CLE,CLE,,RB,1,2,13,0,1,0,0,0,13,0
2021,00-0036069,Scottie Phillips,HOU,HOU,,RB,2,6,13,0,1,2,9,0,22,0
2021,00-0035659,Terry McLaurin,WAS,WAS,,WR,17,1,12,0,1,77,1053,5,1065,5
2021,00-0035760,Jacques Patrick,SF,SF,,RB,1,2,12,0,1,0,0,0,12,0
2021,00-0031549,Nelson Agholor,NE,NE,,WR,14,3,11,0,0,37,473,3,484,3
2021,00-0033282,Curtis Samuel,WAS,WAS,,WR,5,4,11,0,0,6,27,0,38,0
2021,00-0034418,Cedrick Wilson Jr.,DAL,DAL,,WR,14,2,11,0,1,45,602,6,613,6
2021,00-0034449,Buddy Howell,LAR,LAR,,RB,5,5,11,0,0,0,0,0,11,0
2021,00-0034577,Kyle Allen,WAS,WAS,,QB,2,2,11,0,1,0,0,0,11,0
2021,00-0034775,Christian Kirk,ARI,ARI,,WR,17,1,11,0,1,77,982,5,993,5
2021,00-0036698,Mekhi Sargent,JAX,TEN,yes,RB,4,5,11,0,1,0,0,0,11,0
2021,00-0036877,Jaelon Darden,TB,TB,,WR,9,1,11,0,1,6,43,0,54,0
2021,00-0036991,Amari Rodgers,GB,GB,,WR,16,1,11,0,1,4,45,0,56,0
2021,00-0037005,Tommy Tremble,CAR,CAR,,TE,15,3,11,1,1,20,180,1,191,2
2021,00-0031408,Mike Evans,TB,TB,,WR,16,1,10,0,1,74,1035,14,1045,14
2021,00-0032062,Blake Bell,KC,KC,,TE,11,4,10,0,4,9,87,0,97,0
2021,00-0035676,A.J. Brown,TEN,TEN,,WR,13,2,10,0,1,63,869,5,879,5
2021,00-0036345,K.J. Osborn,MIN,MIN,,WR,17,1,10,0,1,50,655,7,665,7
2021,00-0032211,Tyler Lockett,SEA,SEA,,WR,16,2,9,0,0,73,1175,8,1184,8
2021,00-0032355,Chester Rogers,TEN,TEN,,WR,16,1,9,0,0,30,301,1,310,1
2021,00-0033857,JuJu Smith-Schuster,PIT,PIT,,WR,5,3,9,1,1,15,129,0,138,1
2021,00-0034331,Jaylen Samuels,HOU,HOU,,RB,3,5,9,0,0,3,14,0,23,0
2021,00-0034960,Jakobi Meyers,NE,NE,,WR,16,1,9,0,0,83,866,2,875,2
2021,00-0035645,Gunner Olszewski,NE,NE,,WR,16,1,9,0,0,2,31,0,40,0
2021,00-0036523,Trey Ragas,LV,LV,,RB,1,1,9,0,1,2,6,0,15,0
2021,00-0036879,Sam Ehlinger,IND,IND,,QB,3,3,9,0,1,0,0,0,9,0
2021,00-0029567,Nick Foles,CHI,CHI,,QB,1,4,8,0,1,0,0,0,8,0
2021,00-0035908,Gabe Nabers,LAC,LAC,,FB,7,3,8,0,1,3,17,0,25,0
2021,00-0034104,Cam Sims,WAS,WAS,,WR,12,1,7,0,0,15,211,2,218,2
2021,00-0034278,Tremon Smith,HOU,HOU,,CB,15,1,7,0,0,0,0,0,7,0
2021,00-0035350,Preston Williams,MIA,MIA,,WR,6,1,7,0,0,6,71,0,78,0
2021,00-0035448,Damarea Crockett,DEN,DEN,,RB,1,3,7,0,0,0,0,0,7,0
2021,00-0036297,Darrynton Evans,TEN,TEN,,RB,1,2,7,0,0,2,11,0,18,0
